test,arch,platform,passed,status,extra_args,qemu,handler_time,ram_size,rom_size
tests/kernel/mem_slab/mslab_threadsafe/kernel.memory_slabs,arc,nsim_sem,True,,,False,7.013349771499634,27282,20060
tests/kernel/msgq/msgq_api/kernel.message_queue,arc,nsim_sem,True,,,False,7.565420627593994,76741,61785
tests/kernel/mutex/mutex_api/kernel.mutex,arc,nsim_sem,True,,,False,7.757520437240601,67733,56513
tests/kernel/mutex/sys_mutex/sys.mutex,arc,nsim_sem,True,,,False,7.673662185668945,80317,59529
tests/kernel/mutex/sys_mutex/sys.mutex.nouser,arc,nsim_sem,True,,,False,7.117679834365845,34270,25928
tests/kernel/obj_tracing/kernel.object_tracing,arc,nsim_sem,True,,,False,6.9704577922821045,44938,27772
tests/kernel/pending/kernel.common.timing,arc,nsim_sem,True,,,False,6.9813830852508545,38286,28972
tests/kernel/pipe/pipe/kernel.pipe,arc,nsim_sem,True,,,False,7.532290935516357,73393,61945
tests/kernel/pipe/pipe_api/kernel.pipe,arc,nsim_sem,True,,,False,7.607013702392578,75405,60801
tests/kernel/poll/kernel.poll,arc,nsim_sem,True,,,False,7.462016820907593,82641,68081
tests/kernel/profiling/profiling_api/kernel.profiling,arc,nsim_sem,True,,,False,7.012451648712158,32704,25272
tests/kernel/queue/kernel.queue,arc,nsim_sem,True,,,False,8.012869119644165,79865,62585
tests/kernel/queue/kernel.queue.poll,arc,nsim_sem,True,,"CONF_FILE=""prj_poll.conf""",False,8.101043701171875,84249,66941
tests/kernel/sched/deadline/kernel.sched.deadline,arc,nsim_sem,True,,,False,7.147997140884399,29366,21816
tests/kernel/sched/preempt/kernel.sched.preempt,arc,nsim_sem,True,,,False,9.556498765945435,32474,23380
tests/kernel/sched/schedule_api/kernel.sched,arc,nsim_sem,True,,,False,25.157603979110718,102177,68557
tests/kernel/sched/schedule_api/kernel.sched.multiq,arc,nsim_sem,True,,CONF_FILE=prj_multiq.conf,False,26.242123126983643,102417,68545
tests/kernel/sched/schedule_api/kernel.sched.multiq_no_timeslicing,arc,nsim_sem,True,,CONF_FILE=prj_multiq.conf,False,8.445342063903809,97705,65345
tests/kernel/sched/schedule_api/kernel.sched_no_timeslicing,arc,nsim_sem,True,,,False,8.428601026535034,97485,65377
tests/kernel/semaphore/sema_api/kernel.semaphore,arc,nsim_sem,True,,,False,7.250333070755005,67277,56061
tests/kernel/semaphore/semaphore/kernel.semaphore,arc,nsim_sem,True,,,False,7.856391668319702,89753,62629
tests/kernel/sleep/kernel.common.timing,arc,nsim_sem,True,,,False,7.6657044887542725,69678,56998
tests/kernel/stack/stack_api/kernel.stack,arc,nsim_sem,True,,,False,7.5303144454956055,68861,57317
tests/kernel/stack/stack_usage/kernel.stack.usage,arc,nsim_sem,True,,,False,7.786807537078857,67905,56657
tests/kernel/threads/dynamic_thread/kernel.threads.dynamic,arc,nsim_sem,True,,,False,7.649172782897949,71073,56065
tests/kernel/threads/no-multithreading/kernel.threads.no-multithreading,arc,nsim_sem,True,,,False,7.163556337356567,13862,11456
tests/kernel/threads/thread_apis/kernel.threads,arc,nsim_sem,True,,,False,7.834305763244629,84980,67397
tests/kernel/threads/thread_init/kernel.threads,arc,nsim_sem,True,,,False,7.362917423248291,72561,56317
tests/kernel/tickless/tickless_concept/kernel.tickless,arc,nsim_sem,True,,,False,7.640411138534546,28594,21632
tests/kernel/timer/timer_api/kernel.timer,arc,nsim_sem,True,,,False,9.405538558959961,71741,61833
tests/kernel/timer/timer_api/kernel.timer.tickless,arc,nsim_sem,True,,"CONF_FILE=""prj_tickless.conf""",False,,31758,26896
tests/kernel/timer/timer_monotonic/kernel.timer,arc,nsim_sem,True,,,False,19.42283344268799,25646,21224
tests/kernel/workq/work_queue/kernel.workqueue,arc,nsim_sem,True,,,False,7.120390176773071,34986,28000
tests/kernel/workq/work_queue/kernel.workqueue.poll,arc,nsim_sem,True,,,False,7.195661306381226,37994,30996
tests/kernel/workq/work_queue_api/kernel.workqueue,arc,nsim_sem,True,,,False,7.744878768920898,77001,60633
tests/lib/c_lib/libraries.libc,arc,nsim_sem,True,,,False,7.137908697128296,27021,22589
tests/lib/fdtable/libraries.os.fdtable,arc,nsim_sem,True,,,False,7.275738477706909,28490,22644
tests/lib/json/libraries.encoding,arc,nsim_sem,True,,,False,7.184191942214966,37462,32016
tests/lib/mem_alloc/libraries.libc.minimal,arc,nsim_sem,True,,CONF_FILE=prj.conf,False,7.6309897899627686,68241,58733
tests/lib/mem_alloc/libraries.libc.newlib,arc,nsim_sem,True,,CONF_FILE=prj_newlib.conf,False,7.65248441696167,66893,57373
tests/lib/ringbuffer/libraries.data_structures,arc,nsim_sem,True,,,False,7.26879358291626,31963,26416
tests/lib/sprintf/libraries.libc,arc,nsim_sem,True,,,False,7.229973793029785,39654,35232
tests/lib/timeutil/libraries.libc.minimal,arc,nsim_sem,True,,,False,6.95033860206604,29822,25364
tests/misc/test_build/test_debug,arc,nsim_sem,True,,CONF_FILE=debug.conf,False,,29614,23560
tests/portability/cmsis_rtos_v1/portability.cmsis_rtos_v1,arc,nsim_sem,True,,,False,8.262089014053345,66506,50444
tests/portability/cmsis_rtos_v2/portability.cmsis_rtos_v2,arc,nsim_sem,False,timeout,,False,,,
tests/posix/common/portability.posix,arc,nsim_sem,True,,,False,17.74800395965576,83942,54540
tests/posix/common/portability.posix.newlib,arc,nsim_sem,True,,,False,16.682308673858643,83798,54396
tests/posix/fs/portability.posix,arc,nsim_sem,True,,,False,7.4891517162323,132000,39164
tests/posix/fs/portability.posix.newlib,arc,nsim_sem,True,,,False,7.844625949859619,134368,40748
tests/shell/shell,arc,nsim_sem,True,,,False,7.709447622299194,54417,46835
tests/subsys/debug/tracing/tracing.openocd,arc,nsim_sem,True,,,False,6.940208435058594,15690,9604
tests/subsys/jwt/libraries.encoding,arc,nsim_sem,True,,,False,23.65272331237793,105784,60944
tests/subsys/logging/log_core/logging.log_core,arc,nsim_sem,True,,,False,7.0355799198150635,31341,22616
tests/subsys/logging/log_list/logging.log_list,arc,nsim_sem,True,,,False,7.044927358627319,37837,31224
tests/subsys/logging/log_msg/logging.log_msg,arc,nsim_sem,True,,,False,6.863553047180176,40917,34304
tests/subsys/logging/log_output/logging.log_output,arc,nsim_sem,True,,,False,7.131978273391724,38521,31372
tests/subsys/shell/shell_history/shell,arc,nsim_sem,True,,,False,7.2096922397613525,50947,43205
tests/ztest/base/testing.ztest.verbose_0,arc,nsim_sem,True,,CONF_FILE=prj_verbose_0.conf,False,7.420608758926392,23190,18768
tests/ztest/base/testing.ztest.verbose_1,arc,nsim_sem,True,,CONF_FILE=prj_verbose_1.conf,False,6.825326442718506,23650,19228
tests/ztest/base/testing.ztest.verbose_2,arc,nsim_sem,True,,CONF_FILE=prj_verbose_2.conf,False,6.886075496673584,23706,19284
tests/ztest/custom_output/testing.ztest.customized_output,arc,nsim_sem,True,,CONF_FILE=prj_customized_output.conf,False,6.913267374038696,22926,18476
tests/ztest/custom_output/testing.ztest.regular_output,arc,nsim_sem,True,,,False,6.847779750823975,22950,18528
tests/ztest/mock/testing.ztest.mock,arc,nsim_sem,True,,,False,6.45435643196106,24866,20360
