test,arch,platform,passed,status,extra_args,qemu,handler_time,ram_size,rom_size
tests/kernel/threads/dynamic_thread/kernel.threads.dynamic,arc,nsim_sem_mpu_stack_guard,True,,,False,7.62975549697876,71185,56065
tests/kernel/threads/no-multithreading/kernel.threads.no-multithreading,arc,nsim_sem_mpu_stack_guard,True,,,False,7.189007759094238,14451,12028
tests/kernel/threads/thread_apis/kernel.threads,arc,nsim_sem_mpu_stack_guard,True,,,False,8.088197708129883,85112,67401
tests/kernel/threads/thread_init/kernel.threads,arc,nsim_sem_mpu_stack_guard,True,,,False,7.657379388809204,72705,56317
tests/kernel/tickless/tickless_concept/kernel.tickless,arc,nsim_sem_mpu_stack_guard,True,,,False,7.189321041107178,29355,22192
tests/kernel/timer/timer_api/kernel.timer,arc,nsim_sem_mpu_stack_guard,True,,,False,8.79149866104126,71821,61833
tests/kernel/timer/timer_api/kernel.timer.tickless,arc,nsim_sem_mpu_stack_guard,True,,"CONF_FILE=""prj_tickless.conf""",False,,32423,27456
tests/kernel/timer/timer_monotonic/kernel.timer,arc,nsim_sem_mpu_stack_guard,True,,,False,17.882533073425293,26311,21784
tests/kernel/workq/work_queue/kernel.workqueue,arc,nsim_sem_mpu_stack_guard,True,,,False,7.019615173339844,35699,28560
tests/kernel/workq/work_queue/kernel.workqueue.poll,arc,nsim_sem_mpu_stack_guard,True,,,False,7.738553047180176,38707,31556
tests/kernel/workq/work_queue_api/kernel.workqueue,arc,nsim_sem_mpu_stack_guard,True,,,False,7.396699905395508,77129,60633
tests/lib/c_lib/libraries.libc,arc,nsim_sem_mpu_stack_guard,True,,,False,6.925534248352051,27686,23149
tests/lib/fdtable/libraries.os.fdtable,arc,nsim_sem_mpu_stack_guard,True,,,False,6.864332437515259,29155,23204
tests/lib/json/libraries.encoding,arc,nsim_sem_mpu_stack_guard,True,,,False,6.823639392852783,38127,32576
tests/lib/mem_alloc/libraries.libc.minimal,arc,nsim_sem_mpu_stack_guard,True,,CONF_FILE=prj.conf,False,7.175983428955078,68321,58733
tests/lib/mem_alloc/libraries.libc.newlib,arc,nsim_sem_mpu_stack_guard,True,,CONF_FILE=prj_newlib.conf,False,6.992147445678711,66973,57373
tests/lib/ringbuffer/libraries.data_structures,arc,nsim_sem_mpu_stack_guard,True,,,False,7.219541072845459,32628,26976
tests/lib/sprintf/libraries.libc,arc,nsim_sem_mpu_stack_guard,True,,,False,6.94167160987854,40319,35792
tests/lib/timeutil/libraries.libc.minimal,arc,nsim_sem_mpu_stack_guard,True,,,False,6.933729887008667,30487,25924
tests/misc/test_build/test_debug,arc,nsim_sem_mpu_stack_guard,True,,CONF_FILE=debug.conf,False,,30923,24740
tests/portability/cmsis_rtos_v1/portability.cmsis_rtos_v1,arc,nsim_sem_mpu_stack_guard,True,,,False,7.865347385406494,67539,51012
tests/portability/cmsis_rtos_v2/portability.cmsis_rtos_v2,arc,nsim_sem_mpu_stack_guard,True,,,False,7.247696161270142,92187,67420
tests/posix/common/portability.posix.newlib.nsim,arc,nsim_sem_mpu_stack_guard,True,,,False,12.599387168884277,83518,54300
tests/posix/common/portability.posix.nsim,arc,nsim_sem_mpu_stack_guard,True,,,False,12.716750860214233,83662,54444
tests/posix/fs/portability.posix,arc,nsim_sem_mpu_stack_guard,True,,,False,6.983413934707642,132669,39728
tests/posix/fs/portability.posix.newlib,arc,nsim_sem_mpu_stack_guard,True,,,False,7.021066904067993,135040,41312
tests/shell/shell,arc,nsim_sem_mpu_stack_guard,True,,,False,7.116115093231201,55106,47395
tests/subsys/debug/tracing/tracing.openocd,arc,nsim_sem_mpu_stack_guard,True,,,False,6.800011396408081,15690,9604
tests/subsys/jwt/libraries.encoding,arc,nsim_sem_mpu_stack_guard,True,,,False,19.34195327758789,107068,62124
tests/subsys/logging/log_core/logging.log_core,arc,nsim_sem_mpu_stack_guard,True,,,False,6.7613136768341064,32070,23240
tests/subsys/logging/log_list/logging.log_list,arc,nsim_sem_mpu_stack_guard,True,,,False,6.871980667114258,38546,31804
tests/subsys/logging/log_msg/logging.log_msg,arc,nsim_sem_mpu_stack_guard,True,,,False,6.740867853164673,41626,34884
tests/subsys/logging/log_output/logging.log_output,arc,nsim_sem_mpu_stack_guard,True,,,False,6.704340696334839,39230,31952
tests/subsys/shell/shell_history/shell,arc,nsim_sem_mpu_stack_guard,True,,,False,6.713496446609497,51636,43765
tests/ztest/base/testing.ztest.verbose_0,arc,nsim_sem_mpu_stack_guard,True,,CONF_FILE=prj_verbose_0.conf,False,6.684135675430298,23855,19328
tests/ztest/base/testing.ztest.verbose_1,arc,nsim_sem_mpu_stack_guard,True,,CONF_FILE=prj_verbose_1.conf,False,6.760199308395386,24315,19788
tests/ztest/base/testing.ztest.verbose_2,arc,nsim_sem_mpu_stack_guard,True,,CONF_FILE=prj_verbose_2.conf,False,6.768872499465942,24371,19844
tests/ztest/custom_output/testing.ztest.customized_output,arc,nsim_sem_mpu_stack_guard,True,,CONF_FILE=prj_customized_output.conf,False,6.723398923873901,23591,19036
tests/ztest/custom_output/testing.ztest.regular_output,arc,nsim_sem_mpu_stack_guard,True,,,False,7.0081095695495605,23615,19088
tests/ztest/mock/testing.ztest.mock,arc,nsim_sem_mpu_stack_guard,True,,,False,6.146162986755371,25531,20920
